1	b"I'm loving this new IOS5 update :) @apple"
0	b'Love @apple downloads. 4 hours and i-pad now wonky! #ripstevejobs #thenonsensepersists #neednewipadguide #fatfuckingchance'
0	b'@Steelo254 yea! I pre-order through @apple and they sorry too just like #AT&T'
1	b"Well @apple fixed my #ios5 battery drain problem with a replacement iPhone 4 -- it's working like a champ now"
0	b". @apple & @AT&T u cannot tell me there isn't at least 1 64GB iPhone 4S in LA or Vegas!! Give me a fucking break!!!!"
1	b"Just registered as an @apple developer... Here's hoping I can actually do it... Any help, greatly appreciated!"
1	b'@azee1v1 @apple @umber AppStore is well done, so is iTunes on the mobile devices.  I was talking about desktop app.'
1	b'Now all @Apple has to do is get swype on the iphone and it will be crack. Iphone that is'
0	b'@NickTheFNicon He can send but not rcve txts so he has an apt @apple at 4pm.Then he exclaims: And I waited a whole YEAR for this phone!!LMAO'
0	b'Interesting... @apple now requires you to have a reservation ?         #apple #iphone #4S    :  http://t.co/zZK4fTii'
0	b"@Mayati I think @Apple didn't do such a thorough job with the step x steps for upgrade and move to iCloud. Now it's cost me mightily."
